job_id,company_name,job_title,job_description,posting_date,location,job_url,employment_type,job_category,seniority_level,tech_stack_tags,countries,remote_policy,salary_min,salary_max,salary_currency,salary_period,first_seen,last_seen,weeks_observed,observed_dates,job_status,scraped_date,company_industry,source
nvidia_b3f825e247e95957,NVIDIA,"Senior Software Engineer, AI Inference Systems",,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Germany-Remote/Senior-Software-Engineer--AI-Inference-Systems_JR2017366,,,,[],[],,,,,,2026-05-13,2026-08-27,4,"[""2026-05-13"", ""2026-05-20"", ""2026-08-20"", ""2026-08-27""]",closed,2026-08-27,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b4c22509607ffb87,NVIDIA,Senior Network Solution Architect – AI Fabrics,,2026-05-13,5 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Network-Solution-Architect---AI-Fabrics_JR2017098,,,,[],[],,,,,,2026-05-13,2026-08-05,4,"[""2026-05-13"", ""2026-05-20"", ""2026-07-29"", ""2026-08-05""]",closed,2026-08-05,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b4ca830f06a8a728,NVIDIA,Solutions Architect – OEM AI,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Solutions-Architect---OEM-AI_JR2016349,,engineering,,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b4d1334284796fc3,NVIDIA,"Senior Physical Design Methodology Engineer, PPA Fusion Compiler",,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Physical-Design-Methodology-Engineer--PPA-Fusion-Compiler_JR2011273,,,,[],[],,,,,,2026-05-13,2026-09-02,9,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-08-05"", ""2026-08-12"", ""2026-08-20"", ""2026-08-27"", ""2026-09-02""]",active,2026-09-02,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b52269948a014cb4,NVIDIA,Senior Package Layout Engineer - Hardware,,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Package-Layout-Engineer---Hardware_JR2017354,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b66710a8777994fd,NVIDIA,Senior Compiler Optimization Engineer – LLVM,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/Compiler-Optimization-Engineer---LLVM_JR2014377,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b708e806847acffc,NVIDIA,Senior Power Analysis and Optimization Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Power-Analysis-and-Optimization-Engineer--AI-LLM-Systems_JR2015048,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b76343acdf15dcb8,NVIDIA,Senior PHY System Integration Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Optic-PHY-Engineer_JR2015229,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b81618861b42a3bf,NVIDIA,"Manager, Firmware - NVLink",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Manager--Firmware---NVLink_JR2016520,,engineering,mid,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b8364e7136e7bb2a,NVIDIA,Senior Formal Verification Engineer - LPU,,2026-05-13,5 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Formal-Verification-Engineer_JR2012478,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-29,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-08"", ""2026-07-29""]",closed,2026-07-29,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b855dd16ee765a26,NVIDIA,"Senior Customer Program Manager, AI Datacenter",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Customer-Program-Manager--AI-Datacenter_JR2015906,,ops,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b87a5066e24f38ed,NVIDIA,Senior Solution Architect - Telco AI & RAN,,2026-05-13,"Finland, Helsinki",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Finland-Helsinki/Senior-Solution-Architect---Telco-Network-Automation_JR2016901,,,,[],[],,,,,,2026-05-13,2026-08-12,5,"[""2026-05-13"", ""2026-05-20"", ""2026-07-29"", ""2026-08-05"", ""2026-08-12""]",closed,2026-08-12,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_b9eefac80d133f92,NVIDIA,Senior VLSI CAD Software Engineer,,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-VLSI-CAD-Software-Engineer_JR2013348,,,,[],[],,,,,,2026-05-13,2026-08-05,3,"[""2026-05-13"", ""2026-07-29"", ""2026-08-05""]",closed,2026-08-05,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_ba3984fe1a9dfb36,NVIDIA,"Senior Software Release Manager, Networking Clusters",,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Release-Manager--Networking-Clusters_JR2016442,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_ba56e3198ae7cd8e,NVIDIA,Senior Compute System Software Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Pune/Senior-Compute-System-Software-Engineer_JR2016072,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_baaec0d24b5cf9a3,NVIDIA,"Senior Solutions Architect, Edge AI and Professional Visualization",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Solutions-Architect--Edge-AI-and-Professional-Visualization_JR2017438-1,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_bbc9cf13cdeb1ceb,NVIDIA,"Senior AI Software Engineer, Kernel Libraries",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-AI-Software-Engineer--Kernel-Libraries_JR2014705,,ml-ai,senior,[],[],,,,,,2026-05-13,2026-07-01,4,"[""2026-05-13"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01""]",closed,2026-07-01,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_bcdf2253cf399054,NVIDIA,"Senior Software Engineer, NCCL and CUDA - CSP Engagements",,2026-05-13,5 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer--NCCL-and-CUDA---CSP-Engagements_JR2017461,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_be2a5fb375f6edef,NVIDIA,Senior Formal Verification Engineer - LPU,,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Formal-Verification-Engineer---LPU_JR2016647,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-29,7,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08"", ""2026-07-29""]",closed,2026-07-29,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_be5e2ddbd4a2d760,NVIDIA,Senior Software Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Software-Engineer_JR2016506,,engineering,senior,[],[],,,,,,2026-05-13,2026-06-24,3,"[""2026-05-13"", ""2026-06-10"", ""2026-06-24""]",closed,2026-06-24,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_bef053a7ccc6f081,NVIDIA,Senior System Hardware Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Hardware-Engineer_JR2015259,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c019c81ec1f19033,NVIDIA,ASIC Design and STA Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Bengaluru/ASIC-Design-and-STA-Engineer_JR2014940,,engineering,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c023ba9a4081adce,NVIDIA,Senior Software Engineer – Simulation and Virtualization,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer---Simulation-and-Virtualization_JR2012991,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c050c59da74b59d7,NVIDIA,Senior ASIC RTL Integration and Netlisting Engineer,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-ASIC-RTL-Integration-and-Netlisting-Engineer_JR2016089,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c4f01490f62e5b47,NVIDIA,Senior Sensor Fusion Engineer - Autonomous Vehicles,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Sensor-Fusion-Engineer---Autonomous-Vehicles_JR2016911,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c5b6a730786c100c,NVIDIA,Senior Engineer - Quantum Error Correction Libraries,,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Quantum-Computing-Libraries-Engineer_JR2012496,,,,[],[],,,,,,2026-05-13,2026-09-02,6,"[""2026-05-13"", ""2026-07-29"", ""2026-08-05"", ""2026-08-12"", ""2026-08-27"", ""2026-09-02""]",active,2026-09-02,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c615e5dab854b317,NVIDIA,Verification Engineer - Compilers C++,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Verification-Engineer---Compilers-C--_JR2017805-1,,engineering,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c624c879f65d9da6,NVIDIA,Senior System Software Engineer - Tegra Tools,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-System-Software-Engineer---Tegra-Tools_JR2017380,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c667b4e6282f2f95,NVIDIA,Senior Performance and Manufacturability Architect,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-System-Manufacturing-Co-Design-Engineer--AI-Enabled_JR2015912,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c6f9be55858c5c0a,NVIDIA,Solutions Architect - NVIDIA Cloud Partners and Datacentre Infrastructure,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/UAE-Dubai/Solutions-Architect---NVIDIA-Cloud-Partners-and-Datacentre-Infrastructure_JR2013942,,engineering,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c724a6bb6588d781,NVIDIA,"Senior System Software Engineer, Holoscan",,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-System-Software-Engineer--Holoscan_JR2017463-1,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c772c955844c2422,NVIDIA,Senior Physical Design Layout Engineer,,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Physical-Design-Verification-Layout-Engineer_JR2012339,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c836e606559a23e3,NVIDIA,"North America Industry Business Development Lead, Biopharma Ecosystem",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/North-America-Industry-Business-Development-Lead--Biopharma-Ecosystem_JR2017911,,sales,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c872e8068889cbc1,NVIDIA,Senior Developer Relations Manager,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Beijing/Senior-Developer-Relations-Manager_JR2017516,,engineering,senior,[],[],,,,,,2026-05-13,2026-07-01,4,"[""2026-05-13"", ""2026-05-20"", ""2026-06-24"", ""2026-07-01""]",closed,2026-07-01,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c95a9d10603d68f9,NVIDIA,Senior Package Layout Engineer - Hardware,,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Package-Layout-Engineer---Hardware_JR2014749,,,,[],[],,,,,,2026-05-13,2026-08-12,9,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08"", ""2026-07-29"", ""2026-08-05"", ""2026-08-12""]",closed,2026-08-12,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_c96ad30890d82ded,NVIDIA,"Senior Product Manager, cuEST and cuEquivariance",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Remote/Senior-Product-Manager--CUDA-X-Scientific-Computing-Libraries_JR2008564,,product,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_caf80bf8ffe7354e,NVIDIA,"Principal Software Engineer, Distributed Systems Engineer - DGX Cloud",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-NC-Durham/Principal-Software-Engineer--Distributed-Systems-Engineer---DGX-Cloud_JR2018153,,engineering,principal,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_cbaff4a501e86f5d,NVIDIA,Developer Relations Manager - AI Security,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Developer-Relations-Manager---AI-Security_JR2016663,,other,,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_cc09eb6e55dfdc26,NVIDIA,Senior GPU Raytracing Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-GPU-Propogation-Engine-Engineer_JR2016808,,engineering,senior,[],[],,,,,,2026-05-13,2026-06-24,4,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24""]",closed,2026-06-24,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_cc91ad670ead2fb3,NVIDIA,"Senior Solutions Architect, Generative AI",,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Solutions-Architect--Generative-AI_JR2016944,,ml-ai,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_ce4aec95181919cc,NVIDIA,AI Developer Technology Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/China-Shanghai/AI-Developer-Technology-Engineer_JR2016716,,ml-ai,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_ce6c9e48bcfd1fdb,NVIDIA,"Senior Software Engineer, AI Agent Runtime and Open Source Infrastructure",,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer--AI-Agent-Runtime-and-Open-Source-Infrastructure_JR2017542,,engineering,senior,[],[],,,,,,2026-05-13,2026-06-24,4,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24""]",closed,2026-06-24,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_cececd3c9557ce13,NVIDIA,"Senior Software Engineer, AVOS, DRIVE OS and BSP - Automotive",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Germany-Munich/Senior-Software-Engineer--AVOS--DRIVE-OS-and-BSP---Automotive_JR2016462-1,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d050e57ac6bf4c21,NVIDIA,Senior AI Compiler Engineer,,2026-05-13,6 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-TX-Austin/Senior-Compiler-Engineer---AI_JR2016592,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d0cb817653fb28fd,NVIDIA,Senior System Simulation Architect,,2026-05-13,4 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-System-Simulation-Architect_JR2017744-1,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d17adc1f0a3bb715,NVIDIA,Data Center Operations Controls Engineer,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Data-Center-Operations-Controls-Engineer_JR2017580,,engineering,,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d2d2aa607a225fa6,NVIDIA,Senior Engineer - AI Agents and Systems,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Engineer---AI-Agents-and-Systems_JR2017848,,ml-ai,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d39b48aa6df5a20a,NVIDIA,Senior Customer Program Manager - Gen AI Software Solution,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Customer-Program-Manager---Gen-AI-Software-Solution_JR2005202,,ml-ai,senior,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d3d672021ea9ea7f,NVIDIA,OEM Solutions Architect - AI Full Stack Public Sector,,2026-05-13,3 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-TX-Austin/OEM-Solutions-Architect---AI-Full-Stack-Public-Sector_JR2016196,,engineering,senior,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d4271ab30659f1f2,NVIDIA,DevOps and Build Engineer - Compiler,,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/India-Pune/DevOps-and-Build-Engineer---Compiler_JR2014232,,engineering,,[],[],,,,,,2026-05-13,2026-05-13,1,"[""2026-05-13""]",closed,2026-05-13,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d751298328fee2e7,NVIDIA,"Principal Software Development Engineer, Solid State Drives",,2026-05-13,5 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Principal-Software-Development-Engineer--Solid-State-Drives_JR2017584,,engineering,principal,[],[],,,,,,2026-05-13,2026-07-08,6,"[""2026-05-13"", ""2026-05-20"", ""2026-06-10"", ""2026-06-24"", ""2026-07-01"", ""2026-07-08""]",closed,2026-07-08,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
nvidia_d7a3377963f03f9c,NVIDIA,"Developer Relations Manager, Cloud Service Provider",,2026-05-13,2 Locations,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-WA-Seattle/Developer-Relations-Manager--Cloud-Service-Provider_JR2017220,,engineering,mid,[],[],,,,,,2026-05-13,2026-05-20,2,"[""2026-05-13"", ""2026-05-20""]",closed,2026-05-20,Semiconductors and AI computing,"Aramente/eu-tech-jobs (CC BY-4.0), NVIDIA Workday feed"
