job_id,company_name,job_title,job_description,posting_date,location,job_url,employment_type,seniority_level,salary_range,extracted_skills,company_industry,scraped_date,posting_week,posting_month,is_duplicate_posting
meta_00020,Meta,"AI Research Scientist, CoreML - Monetization AI","Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",2026-02-20,Menlo Park,,,Mid-level,154000-154000,,Technology,,2026-W08,2026-02,True
meta_00021,Meta,"AI Research Scientist, CoreML - Monetization AI","Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",2026-02-20,SoMa,,,Mid-level,139000-139000,,Technology,,2026-W08,2026-02,True
meta_00022,Meta,"AI Research Scientist, CoreML - Monetization AI","Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",2026-02-20,Sunnyvale,,,Mid-level,165000-165000,,Technology,,2026-W08,2026-02,True
meta_00023,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-12,Bellevue,,,Mid-level,142000-142000,,Technology,,2026-W07,2026-02,True
meta_00024,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-20,Sacramento,,,Mid-level,109000-109000,,Technology,,2026-W08,2026-02,True
meta_00025,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Bonnie,,,Mid-level,105000-105000,,Technology,,2026-W06,2026-02,True
meta_00026,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Tumwater,,,Mid-level,104000-104000,,Technology,,2026-W06,2026-02,True
meta_00027,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Madison,,,Mid-level,105000-105000,,Technology,,2026-W06,2026-02,True
meta_00028,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,International,,,Mid-level,111000-111000,,Technology,,2026-W06,2026-02,True
meta_00029,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Annapolis,,,Mid-level,126000-126000,,Technology,,2026-W06,2026-02,True
meta_00030,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Montpelier,,,Mid-level,100000-100000,,Technology,,2026-W06,2026-02,True
meta_00031,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Charleston,,,Mid-level,106000-106000,,Technology,,2026-W06,2026-02,True
meta_00032,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-20,Menlo Park,,,Mid-level,139000-139000,,Technology,,2026-W08,2026-02,True
meta_00033,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-20,Sunnyvale,,,Mid-level,149000-149000,,Technology,,2026-W08,2026-02,True
meta_00034,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,La Cienga,,,Mid-level,141000-141000,,Technology,,2026-W06,2026-02,True
meta_00035,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Oklahoma City,,,Mid-level,101000-101000,,Technology,,2026-W06,2026-02,True
meta_00036,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Chisolm,,,Mid-level,91000-91000,,Technology,,2026-W06,2026-02,True
meta_00037,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Baton Rouge,,,Mid-level,100000-100000,,Technology,,2026-W06,2026-02,True
meta_00038,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Cammack Village,,,Mid-level,154000-154000,,Technology,,2026-W06,2026-02,True
meta_00039,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Frankfort,,,Mid-level,111000-111000,,Technology,,2026-W06,2026-02,True
meta_00040,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Phoenix,,,Mid-level,97000-97000,,Technology,,2026-W06,2026-02,True
meta_00041,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Glendale,,,Mid-level,121000-121000,,Technology,,2026-W06,2026-02,True
meta_00042,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Lansing,,,Mid-level,108000-108000,,Technology,,2026-W06,2026-02,True
meta_00043,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Trenton,,,Mid-level,108000-108000,,Technology,,2026-W06,2026-02,True
meta_00044,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Uptown,,,Mid-level,126000-126000,,Technology,,2026-W06,2026-02,True
meta_00045,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,State House,,,Mid-level,127000-127000,,Technology,,2026-W06,2026-02,True
meta_00046,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Talcott Village,,,Mid-level,111000-111000,,Technology,,2026-W06,2026-02,True
meta_00047,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Ny State Campus,,,Mid-level,115000-115000,,Technology,,2026-W06,2026-02,True
meta_00048,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Salem,,,Mid-level,98000-98000,,Technology,,2026-W06,2026-02,True
meta_00049,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Carson Mall,,,Mid-level,108000-108000,,Technology,,2026-W06,2026-02,True
meta_00050,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Wake Island,,,Mid-level,95000-95000,,Technology,,2026-W06,2026-02,True
meta_00051,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Augusta,,,Mid-level,138000-138000,,Technology,,2026-W06,2026-02,True
meta_00052,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Concord,,,Mid-level,151000-151000,,Technology,,2026-W06,2026-02,True
meta_00053,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Saint Paul,,,Mid-level,100000-100000,,Technology,,2026-W06,2026-02,True
meta_00054,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Cedar,,,Mid-level,109000-109000,,Technology,,2026-W06,2026-02,True
meta_00055,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Boston,,,Mid-level,97000-97000,,Technology,,2026-W06,2026-02,True
meta_00056,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Jackson,,,Mid-level,94000-94000,,Technology,,2026-W06,2026-02,True
meta_00057,Meta,AI Research Scientist - Language - MRS AI,"Summary: The MRS AI Knowledge team is at the forefront of innovation in content understanding, user understanding, retrieval, and ranking. As a key driver of Meta's app growth, we are committed to revolutionizing recommendation systems by leveraging the latest advancements in AI, including Large Language Models (LLMs) and generative AI. We're dedicated to pushing the boundaries of recommendation systems to deliver exceptional user experiences across Facebook, Instagram, Threads, and more. Requi…",2026-02-07,Archer,,,Mid-level,119000-119000,,Technology,,2026-W06,2026-02,True
